-1.3395055e+000,-4.3867109e-001,-5.8116095e-001,-5.3080125e-003,-9.7738812e-001,1.3059895e+000,-1.4474106e+000,1.3056105e-001,-1.0655926e+000,1.1417464e+000,9.4620519e-001,-1.2016988e+000,1.1289375e-001,-8.4452342e-001,-2.8753434e-001,-5.0609937e-001,-2.1070252e-001,-1.0080304e+000,-8.2013019e-001,5.7878033e-001,9.5277077e-001,-6.1232070e-001,-5.3693840e-001,1.1257127e+000,1.4335552e+000,5.1100959e-001
-1.7676393e+000,-1.3667937e+000,-1.1849923e+000,3.3344719e-002,-1.1893402e+000,-8.3428793e-001,5.3730708e-001,-1.7835218e-001,1.0794780e+000,1.2383855e+000,8.6403841e-002,6.3610942e-001,-1.6031656e+000,9.1095917e-001,1.0539642e-001,1.4401160e+000,1.6149504e+000,8.4960599e-001,-1.3225041e+000,-6.4211087e-001,-8.9182040e-003,-5.8189508e-002,1.5022446e-001,-1.5521285e+000,-1.2244446e+000,-2.0462348e-001
-8.4870202e-001,-1.4630248e+000,-9.7174110e-001,-1.7781213e-001,-9.8020097e-001,-2.3657276e-001,9.9688859e-001,-7.5820807e-001,3.9121083e-001,-1.5869255e+000,9.9166471e-001,-1.3611477e+000,-6.2359811e-001,7.6488615e-001,3.1177392e-002,1.7239139e+000,-1.0790437e+000,6.7687363e-001,-2.2342582e-001,-1.2768003e+000,6.9529280e-001,-1.0508734e+000,1.0824807e+000,1.7093771e-001,-1.6258116e+000,1.1547380e-002
7.2779468e-001,1.2364267e+000,2.2214446e-001,-3.7465561e-002,-7.5278381e-002,-2.7489131e-001,6.8623510e-001,-1.5711990e+000,1.2346438e+000,1.2558705e+000,-1.1444925e+000,-1.2957902e+000,8.7714263e-001,-9.0900876e-001,-1.5191303e+000,-5.1777545e-002,-3.3447124e-001,1.4508773e+000,4.2571564e-001,-7.7778084e-001,1.0204318e+000,-1.5017798e+000,-3.3728949e-001,-1.5311215e+000,-4.5823208e-001,-1.8895428e+000
7.4547125e-002,3.9546219e-001,-2.5321217e-001,-1.1583393e+000,-3.6437649e-002,5.2274523e-001,4.6858437e-002,1.5676346e+000,-1.3150986e+000,-4.8983645e-001,-9.3561299e-001,9.3810217e-001,-7.8022476e-001,-6.8592207e-001,1.3929266e+000,8.9290775e-001,6.0160438e-001,1.0990882e+000,1.1376451e+000,-1.6850060e+000,-1.7969824e+000,-6.8098324e-001,-7.8917444e-001,2.2015828e-002,1.3997371e+000,-3.3222131e-001
8.9820716e-001,1.4338828e+000,-8.6789182e-001,-1.1188990e+000,-7.8674059e-001,-2.8780852e-002,1.1100311e+000,-1.6853022e-001,2.3674634e-001,-4.2678896e-001,1.1746908e+000,1.6195268e+000,-1.1307918e+000,1.1869666e+000,7.3726076e-001,-4.0774242e-001,9.4490178e-001,-5.7593838e-001,6.0091236e-001,1.6460396e+000,1.5589637e+000,1.3358965e+000,8.2289085e-001,1.3875842e+000,-1.1796875e+000,-1.0588244e+000
-5.7862013e-001,-4.9986001e-001,1.7882541e-003,-1.0410031e+000,-6.3615626e-001,6.5795810e-001,-4.3651836e-001,-4.8987420e-001,-6.3711403e-001,4.2087741e-003,-3.8832694e-001,-1.3938798e+000,-6.6710429e-001,4.1701187e-001,-8.3316416e-001,-5.0588451e-001,-7.7917236e-001,-7.3737204e-001,-1.3522378e+000,1.3036715e+000,5.6041620e-001,-5.3765811e-001,1.3816714e+000,1.5739931e+000,-1.4319226e+000,2.6318061e-001
-1.0702994e+000,-7.7785121e-001,9.5255970e-002,1.4113013e+000,-4.4106507e-001,2.8504859e-001,-1.2481227e+000,-1.0747444e+000,1.4113765e+000,2.4094509e-001,-5.6704210e-001,-4.7348022e-001,-1.1411656e+000,1.0635593e+000,-4.2365944e-001,3.1761160e-001,-1.7601598e+000,7.3939716e-001,7.3534696e-001,-4.2451651e-001,-9.8607843e-002,-1.2223717e+000,-1.3151322e+000,-4.3672771e-001,1.3842826e-001,1.2276176e+000
-1.1940436e+000,-1.1484113e+000,-3.2805593e-001,1.0342232e-002,-9.3214714e-001,-1.2493285e+000,-2.6215614e-001,-7.7769360e-001,2.4382463e-001,7.8272578e-001,-9.5957082e-001,3.1082571e-001,-3.7673702e-002,1.4565320e+000,5.1143532e-001,1.1211508e+000,-1.2264873e+000,-1.1546683e+000,-5.8314238e-001,-1.5263028e+000,1.0426976e+000,-9.1095850e-001,-1.6388654e+000,-7.3531419e-001,-1.1108365e+000,-1.7463737e-001
5.5125885e-001,4.9607396e-001,1.1619971e+000,7.5800331e-001,8.6508015e-001,-7.5079696e-001,-6.0602453e-001,8.3876024e-002,5.0888154e-001,-4.0198703e-001,1.2269491e+000,1.3439255e+000,-6.1876918e-001,-4.6641246e-001,-1.0906113e+000,-6.3871309e-001,1.4593808e+000,-7.5042153e-001,4.1666224e-001,7.1134815e-001,-6.6322612e-002,-1.5924301e-001,-7.2956919e-001,-8.0010123e-001,-4.8284275e-001,-9.3528896e-001
