-1.6197366e+000,-9.8154013e-001,-1.6089677e+000,-9.8733014e-001,-2.2092846e-001,-1.0127348e+000,-1.3587605e+000,-1.0805902e+000,8.6105869e-001,7.5952892e-001,-1.1756286e+000,-1.2994710e+000,-2.3921911e-001,-9.8437483e-001,1.6636856e-001,1.2643712e+000,8.3354554e-001,1.6009616e+000,-1.3754794e+000,5.9277671e-001,1.6468314e+000,-9.9768481e-001,-7.7130053e-002,-2.6463247e-001,1.7221785e+000,3.8121760e-002
-1.1557936e+000,-1.3117798e+000,-5.9847710e-001,-8.0546269e-001,5.7797222e-002,-6.1484957e-001,1.2738358e+000,1.6451847e+000,-4.1958559e-001,-3.1539536e-001,-5.0319291e-001,8.1901222e-001,4.4535488e-001,-1.0391134e+000,-1.5311339e+000,-1.3038787e+000,-7.4919276e-001,-1.6919606e+000,-8.3352506e-001,-1.6224656e+000,-3.1305183e-001,1.3747767e+000,-1.6010465e+000,4.9784257e-001,7.4492464e-001,-4.5747167e-001
-3.2243415e-001,-1.1081507e+000,1.5065799e+000,1.5655673e+000,-7.5388815e-001,9.6213556e-001,-3.3337239e-001,1.6176886e+000,7.5607800e-001,-1.4580147e+000,2.4183208e-001,-9.9800567e-001,9.8721020e-001,1.5526812e+000,-1.6944866e+000,-8.6509768e-001,1.2562164e+000,1.4118122e-001,1.5695372e+000,-1.5343949e-001,1.1375104e+000,-1.1425088e-001,-4.8782401e-001,-2.1886660e-001,-9.0736047e-001,1.4232013e+000
1.6122364e+000,1.3305346e+000,8.2810973e-001,1.7147855e+000,1.3763438e+000,-1.3187353e-001,-1.1507139e+000,-1.2568991e+000,6.0726603e-002,-1.6663680e-001,-1.4568040e+000,1.7050756e+000,5.7653414e-001,-1.5069169e+000,1.2881649e+000,-1.6128217e-001,-9.7781260e-001,1.0581625e+000,1.5505334e+000,1.5583771e+000,1.6174133e+000,1.2905861e+000,-5.9298987e-002,-3.6482372e-002,-1.0223422e+000,1.4611992e+000
-2.3028928e+000,-1.6348655e+000,-1.2982100e+000,5.3256290e-001,1.5147781e+000,1.4832954e+000,3.7731353e-001,-3.3826579e-001,-1.3282875e+000,-6.6551926e-001,8.7807368e-001,3.8371203e-001,4.5285035e-001,6.6768401e-001,1.2531751e+000,-1.7081358e+000,2.3824678e-001,-5.2724055e-001,-1.2983487e+000,-4.6052758e-001,-7.1086811e-002,1.0760445e+000,-1.7012269e+000,1.4418074e+000,-1.7015010e-001,5.3644936e-001
-1.3692565e+000,-1.5024290e+000,-2.5370603e-001,9.5410697e-002,1.6279477e+000,1.2972929e+000,-9.8459630e-001,-1.7150470e+000,-3.4407802e-001,-5.3204079e-001,-1.7062439e+000,-9.0901065e-001,2.2237463e-001,-1.5792883e+000,6.7483560e-001,7.9855465e-002,1.3311479e+000,2.1280822e-001,-2.5354702e-001,-6.7362256e-001,1.2145379e+000,1.2069060e+000,-9.6723729e-001,-1.3308181e+000,1.4246551e+000,9.6176136e-002
1.1030114e+000,9.6939052e-001,4.6575785e-001,-3.4852589e-001,4.8480717e-001,7.3298788e-001,-4.5359029e-002,1.4882638e+000,6.1645411e-001,-2.7235086e-002,-1.3742619e+000,4.4784501e-001,-8.4854001e-001,-1.2994706e+000,1.0391793e-001,1.2004996e+000,1.2861562e+000,1.0994033e+000,4.7146566e-001,-1.0733985e+000,-1.6541183e+000,-1.7253818e+000,1.1948369e+000,-1.8035011e-001,-7.4087210e-001,-1.6586562e+000
-2.0405006e+000,-1.6420134e+000,-1.3523631e+000,1.2936043e+000,1.9013026e-001,-5.6400528e-001,9.6053473e-001,-1.4614617e+000,2.1751992e-001,3.0852451e-001,1.5605029e+000,-2.0641002e-001,-1.6462588e-001,-8.2299518e-001,-1.0697092e+000,-1.4452136e+000,1.0616213e+000,-7.5245980e-001,1.7122080e+000,9.4162760e-001,-1.3014629e+000,-5.4711929e-001,-1.3939449e+000,-4.9847407e-002,8.2265428e-001,6.4936451e-001
6.6765536e-001,1.1277574e+000,-2.4735660e-001,7.4821172e-001,1.3879642e-001,-1.6332803e+000,1.0184282e+000,3.4133329e-001,-3.4023623e-001,1.0152180e+000,-1.5531516e+000,1.4794693e+000,1.2806339e+000,-8.1703600e-001,7.2839668e-001,-3.7528677e-001,-4.9328343e-001,-1.0797400e+000,-2.9427984e-001,-1.5039959e+000,-3.4321415e-001,1.0123107e-001,1.8234916e-001,-4.8910825e-001,-1.2010747e+000,-1.3680056e+000
1.3665249e+000,1.6307168e+000,2.1204265e-001,-1.1627358e+000,-1.5938658e+000,-1.4770086e+000,6.1620092e-002,1.1141249e+000,-1.5206871e+000,1.7397838e+000,4.4021065e-001,-1.0633295e+000,6.0567249e-001,-7.4654756e-001,-6.3363728e-001,2.0669769e-002,1.1794513e+000,1.4848077e+000,-1.4786769e-001,8.7899979e-001,1.5478582e+000,-1.1174724e+000,-1.7115927e+000,3.8248469e-001,6.4703566e-001,-9.9758344e-002
