8.2121277e-001,1.0904179e+000,7.8521849e-001,4.5135292e-002,7.3422941e-001,8.4437424e-001,1.1105118e+000,-1.5068078e-001,2.6086470e-001,3.2034835e-001,-6.1513986e-001,-8.6336659e-001,-1.1214611e+000,-3.3909302e-001,1.0995128e+000,8.1023215e-001,1.4166119e+000,1.6649963e+000,-9.6055580e-002,1.3552836e+000,5.1475350e-001,1.6345586e+000,1.2152453e+000,1.3247380e-001,9.8486972e-001,-1.3683181e+000,1.0956978e+000,1.4805756e+000,-3.6400690e-001,3.0949954e-001,-5.5162351e-001,-1.7110898e+000,1.1431228e+000,6.2587995e-001,2.0651133e-001,5.0296751e-001,6.9916765e-001,1.3114683e+000,8.4406138e-001,8.3992641e-001,-6.2394600e-001,6.8090791e-001,1.2207478e+000,8.6680052e-001,1.5772506e+000,-1.2104833e+000,3.5535504e-002,6.4726331e-001,-3.6689265e-002,-1.2492112e+000,-1.4993903e+000
-1.8024530e+000,-1.0481138e+000,-4.0595315e-001,1.2407946e+000,-9.8548853e-001,-1.2202777e+000,1.2282251e+000,-1.6451006e+000,-1.4984739e+000,-1.1620490e+000,8.4601682e-001,-1.5977182e+000,1.7227598e+000,9.0876908e-001,1.6053252e+000,-7.5226480e-001,-5.0661132e-001,1.5667965e+000,4.9222369e-001,-1.0291865e+000,-1.0162340e+000,5.7418524e-001,1.2413551e+000,-9.7752266e-001,6.4753209e-001,-1.0730370e+000,1.0659178e+000,1.0169834e+000,-2.4271018e-001,-1.6187179e+000,1.1377831e+000,1.4042444e+000,-1.2861346e+000,5.6964838e-001,-1.0630439e+000,-8.7119492e-001,-4.4955277e-001,-1.2852567e+000,-1.2521882e+000,1.2711519e+000,-2.2264261e-002,-4.8961075e-001,6.0593622e-001,-1.6373927e-002,1.2523209e+000,4.3608053e-001,1.5112735e+000,-2.6881531e-001,-8.7493639e-001,-4.5859281e-001,1.6803276e-001
3.0970365e-001,-5.1100913e-001,-2.6965998e-002,-8.6228623e-002,-2.7238578e-001,-1.0150888e+000,-1.1144595e+000,-3.7967421e-001,-1.2615790e+000,1.5768124e+000,2.7538897e-001,7.7195945e-001,-3.5989734e-001,1.4573948e+000,-8.8706875e-002,-8.8975894e-001,-1.6687304e-001,-1.0539808e+000,1.8697167e-001,6.9906937e-002,-4.2064408e-001,-6.8489063e-001,4.9913080e-001,-1.1499017e+000,7.0536529e-001,2.5264288e-002,1.4121839e+000,8.7194242e-001,-7.2450340e-001,-8.3639938e-001,-7.4755966e-001,-2.1942870e-001,4.8482494e-001,4.3701893e-001,-1.3745051e+000,1.4130152e+000,-5.3830175e-001,-2.1839456e-001,2.4389347e-001,6.9901025e-002,6.5347124e-001,3.7306512e-001,1.0452600e+000,1.3805897e+000,1.5539458e+000,-3.5920956e-001,4.6067401e-001,-3.7185759e-001,-8.3217790e-001,1.3990692e+000,4.7445623e-001
-7.9140648e-001,-7.7203216e-001,1.4759507e-001,1.3586028e+000,-5.9675742e-001,-1.4488481e+000,-1.3910852e+000,-1.1669513e+000,-5.4884316e-001,-7.7879174e-001,-5.9448369e-001,-1.7176602e+000,1.4729553e+000,1.1879167e+000,-1.2336538e+000,1.2198067e-001,-6.2173156e-001,1.3782919e+000,5.2419448e-001,6.2255693e-001,4.6991973e-001,-1.1761677e+000,-3.9042595e-001,-1.5246195e+000,-1.0027574e+000,3.6748450e-001,6.0990180e-001,1.2386472e+000,-1.6238034e+000,3.7247331e-001,-6.9583979e-001,-9.5660166e-001,-1.3440722e+000,-1.6718316e+000,-1.3634821e+000,1.4309299e+000,-3.3569043e-001,1.0802317e+000,3.4575723e-001,1.0293514e+000,1.4631362e+000,2.7981803e-001,1.5377554e+000,1.4978075e+000,-1.0028855e+000,1.3912012e+000,-1.7859294e-001,1.3664117e-001,-4.1020987e-001,-9.7922235e-001,9.5381646e-001
-1.2468772e-001,-9.0165908e-002,-6.7805451e-001,-1.5418588e+000,-5.1986410e-001,1.8567764e+000,1.5141594e+000,1.3841743e+000,3.6649779e-001,-1.2687617e+000,-1.2624687e+000,-4.2829753e-001,-1.3439060e+000,3.8680859e-001,4.1647097e-001,1.5051062e+000,-6.6500193e-001,-6.3133630e-001,-2.7006732e-001,1.4613936e+000,6.6752930e-001,-1.3331766e+000,-1.4646350e+000,6.8826600e-001,1.5926973e+000,1.2794613e+000,-1.1027695e+000,1.6100131e+000,-9.5949012e-001,-1.0711972e+000,1.5819414e+000,-1.4472423e+000,1.3184201e+000,1.3783946e+000,1.0421219e+000,-8.4524807e-001,6.3536218e-001,1.6820193e+000,2.3160249e-002,-1.5587494e+000,-4.1684928e-001,1.0101476e+000,9.3520404e-001,6.0956473e-001,-1.1169158e+000,-1.5906385e+000,1.0205124e-001,-7.0922639e-001,6.4664137e-001,1.4012192e+000,3.2614633e-003
1.8204445e+000,1.4625217e+000,4.8926878e-001,-2.9046000e-001,8.5011798e-001,-1.4609336e-001,1.1113420e+000,-1.1434952e+000,9.5145972e-001,2.9929155e-001,1.7585388e+000,2.2436904e-003,-1.6066369e+000,-3.3846176e-001,5.0941918e-003,-1.1603222e-001,-1.2366782e-001,-4.1291898e-002,-3.9244512e-001,-3.4149733e-001,-2.0510249e-001,-6.6107834e-002,-1.0450552e+000,4.7754535e-001,-9.5239833e-001,6.2149713e-001,4.3279503e-001,6.0235159e-002,-1.6054303e+000,-1.2880824e+000,1.3093796e+000,9.5039656e-001,7.0683547e-001,1.4185483e+000,1.1934422e+000,4.8722956e-001,-1.4211597e+000,-1.5679910e+000,6.7753187e-001,1.2409532e-001,-4.1710707e-001,8.9965251e-001,1.6120471e+000,3.6722686e-001,-2.6476372e-001,-1.4097262e-001,1.1935373e+000,-1.1485911e+000,4.7770057e-001,1.8044983e+000,1.0360783e+000
-7.2237703e-001,-2.2693227e-001,-1.4039233e+000,-1.1043399e+000,-9.0973152e-001,3.2024529e+000,1.1376424e+000,1.2927000e+000,-4.1000972e-001,1.5196171e+000,8.0815443e-001,1.2025391e+000,-1.3257648e+000,-3.5029644e-001,-6.0062644e-001,-1.4448121e+000,-1.3806598e+000,4.0528180e-001,-9.2467778e-001,-1.2327046e+000,-1.5134278e+000,-1.7016585e+000,1.5850939e+000,1.2926840e+000,-3.3179727e-001,-3.2270865e-001,-4.6414248e-001,-8.1023031e-001,7.1059119e-001,3.7037936e-001,-3.0660545e-001,-6.0391627e-001,2.1583984e-001,-1.1255980e+000,9.1631466e-001,1.0619378e+000,1.6595573e+000,1.7795922e-001,-2.2391136e-001,5.1667459e-001,-1.6902713e+000,-3.5869271e-001,-1.0815259e+000,-1.2186292e+000,-4.6910101e-002,6.3500538e-001,-5.0539287e-001,8.9243559e-001,1.2887692e+000,1.3157020e+000,7.8040350e-001
-1.6755179e+000,-1.5527396e+000,-1.6476864e+000,-1.3610527e+000,-9.7917661e-001,-8.3700457e-001,-1.1381563e+000,6.4082463e-001,1.0729694e+000,6.8384834e-001,2.1944233e-001,-5.8855800e-001,-1.2716978e+000,9.1434743e-001,-1.3089827e+000,1.3713355e+000,1.2968960e+000,6.2346375e-001,-4.6080582e-001,-1.5278940e+000,5.9471697e-001,-1.6606434e+000,6.9017809e-001,7.4014016e-001,-1.0339804e+000,5.4681595e-001,-3.0241601e-001,-5.6169697e-002,-4.4438795e-001,8.7773074e-001,1.3567037e+000,-1.2740541e+000,-1.3087364e+000,-1.3801734e+000,-1.2668555e+000,-9.3564043e-001,1.5390101e+000,1.4420284e+000,7.0886579e-001,-1.2502942e+000,1.3662167e+000,-4.9891985e-001,1.5476787e+000,-1.6494525e+000,-2.3357665e-002,-1.1620586e+000,1.0949097e+000,2.1351123e-001,-1.6218565e-001,-6.9646091e-001,5.3294216e-002
-3.0576267e-001,-4.2093455e-001,-8.9308680e-001,-6.3501045e-001,-5.6796093e-001,-1.6321430e+000,-1.3954855e+000,-2.7822205e-001,6.7818922e-001,-1.7991864e-001,1.1505196e+000,-6.5935348e-001,8.3292158e-001,-9.2230784e-001,-1.5736588e+000,1.4468340e+000,-3.1918066e-001,-5.5469462e-001,-1.5212437e+000,-8.1224375e-001,3.9443988e-001,4.4463479e-003,-5.9843608e-001,-7.5292247e-001,-2.7824507e-002,6.1541880e-001,-8.4718845e-001,-4.8926480e-002,-1.1209814e+000,-1.3778778e+000,-1.5551180e+000,-7.3514593e-001,-3.1971413e-002,2.2016130e-002,-1.2499401e+000,-1.2092135e-001,-1.7117553e-001,-3.9317971e-001,1.0845523e+000,6.9816431e-001,5.8649526e-001,5.4783792e-001,-1.1873186e+000,1.3995511e+000,-1.2302022e+000,5.8448579e-001,1.5431355e+000,2.8681773e-001,-6.1974466e-001,-9.2427893e-002,7.6563092e-001
-6.1572012e-001,-4.1623822e-001,-7.0305861e-001,-1.3854315e+000,-1.1615167e+000,-7.8542740e-001,-6.0665721e-001,-1.0650790e+000,1.9288131e-001,-1.3712107e+000,-1.5645602e+000,1.0960639e-001,-1.1545755e+000,-7.5927117e-001,-1.1309920e+000,-1.4122584e-001,1.5034346e+000,-9.1561697e-001,7.0988136e-001,1.2100281e-001,-5.5844275e-001,8.3550910e-002,1.2506733e+000,5.8206013e-001,-1.4383468e+000,-1.4498865e+000,-1.4880340e+000,5.1367613e-001,1.5389061e+000,9.8507940e-001,1.5445134e-001,1.4623023e+000,1.3660202e+000,-1.4578612e+000,1.2044929e+000,2.3977024e-001,1.7471684e-001,7.9973252e-001,-7.9305633e-001,1.2784853e+000,-2.3972558e-001,-4.1554083e-002,-1.6951570e+000,-1.3078367e+000,8.3735694e-001,3.7459850e-001,-5.8725443e-001,1.7394124e+000,1.2135271e+000,-1.3350978e+000,1.6968671e-001
